English,Turkish
stranded,"mahsur, çıkmaza düşmüş"
mainly,esasen
soy,soya
photographer,fotoğrafçı
faked,sahte
evacuation,tahliye
stray,başıboş
freezer,dondurucu
withdrawal,para çekme
embarrassment,sıkıntı
breeze,esinti
sector,sektör
massacre,katliam
passionate,tutkulu
assemble,"birleştirmek, monte etmek"
rear,arka
puke,kusmak
artery,"ana yol, atardamar"
intercourse,ilişki
lid,kapak
overrun,aşmak
nazis,naziler
instant,anlık
essence,öz
shorter,daha kısa
builder,"kurucu, oluşturucu"
rum,"tuhaf, rum, içki"
exotic,egzotik
persuade,ikna etmek
suitable,uygun
notion,kavram
expectation,beklenti
initiate,başlatmak
defect,kusur
chunk,yığın
logical,mantıklı
household,ev halkı
skirt,etek
outpost,ileri karakol
weasel,gelincik
guid,kılavuz
hunger,"açlık, özlem, istek"
whale,balina
variable,değişken
jealousy,kıskançlık
torment,azap
kite,uçurtma
freely,serbestçe
scrub,ovmak
gallery,galeri
acquaintance,tanıdık
marathon,maraton
compete,yarışmak
ingredient,bileşen
disguise,gizlemek
sentiment,duygusallık
prophet,peygamber
ultimately,en sonunda
grandkid,torun
parasite,parazit
tremendous,muazzam
prosecutor,savcı
disconnect,bağlantıyı kesmek
preserve,korumak
merchant,tüccar
quarry,taş ocağı
cozy,rahat
shitty,boktan
farther,daha uzağa
hunch,önsezi
duct,kanal
northwest,kuzey batı
porch,sundurma
wolves,kurtlar
inn,han
awfully,berbat bir şekilde
flock,sürü
resolution,çözüm
skipped,atlanır
unto,üzerine
broom,süpürge
curfew,sokağa çıkma yasağı
thirty,otuz
contribute,katkıda bulunmak
brat,velet
hopeless,umutsuz
slippery,kaygan
doorbell,kapı zili
classroom,sınıf
ounce,ons
mercury,merkür
academic,akademik
tumor,tümör
nipple,meme
documentary,belgesel
mining,madencilik
detention,tutuklama
coffeehouse,kahve evi
unemployed,işsiz
tourist,turist
destined,kaderinde
tommy,ingiliz askeri
get over,atlatmak
hired,kiralanmış
headquarter,merkezi
pot,tencere
sandy,kumlu
mage,sihirbaz
put in,koymak
cured,kürlenmiş
antenna,anten
bakery,fırın
suburb,kenar mahalle
doughnut,tatlı çörek
limo,limuzin
typically,genellikle
mainframe,anabilgisayar
morse,mors
bonding,"yapıştırma, tutturma"
improv,doğaçlama
poll,anket
feather,kuş tüyü
grudge,kin
forehead,alın
jaw,çene
mode,kip
severe,şiddetli
context,bağlam
shepherd,çoban
spinning,döndürme
recommendation,öneri
virtual,sanal
pony,midilli
fuse,sigorta
cocoa,kakao
untie,çözmek
satan,şeytan
heartbeat,kalp atışı
holed,delikli
lever,kaldıraç
easiest,en kolay
rational,akılcı
wealthy,"zengin, varlıklı"
redhead,kızıl saçlı
resent,yeniden gönderilen
bureau,"büro, acente"
immune,bağışık
sincere,samimi
gin,cin
coolest,havalı
souvenir,hatıra
appoint,atamak
allergy,alerji
fealty,sadakat
volume,ses
fatal,ölümcül
ruthless,acımasız
seer,falcı
renew,yenile
orcs,orklar
ranch,çiftlik
orbit,yörünge
lump,"topak, yumru"
compassion,merhamet
obsession,takıntı
voyage,yolculuk
underestimated,hafife
manipulate,idare
bathtub,küvet
hog,domuz
shush,sus
proposition,önerme
disappearance,yok olma
wreckage,enkaz
urine,idrar
various,çeşitli
fabric,kumaş
whatnot,ıvır zıvır
salvation,"kurtulma, kurtuluş"
dread,dehşet
messenger,"haberci, elçi"
hazard,tehlike
transaction,işlem
continent,kıta
gown,elbise
archive,arşiv
surrounding,çevreleyen
mild,hafif
dunk,daldırmak
pud,puding
roam,dolaşmak
slaver,köleci
simpler,daha basit
cooperation,işbirliği
gamble,kumar
oldfashioned,eski moda
democracy,demokrasi
dwell,yaşamak
olympic,"olimpiyat, olimpik"
sever,ayırmak
landmark,işaret
reflection,yansıma
saddle,sele
certainty,kesinlik
blacksmith,demirci
flavor,"lezzet, lezzet kazmak, tat duyusu"
steward,kamarot
psychology,psikoloji
merit,hak
outdoor,dış mekan
ive,ben sahibim
uterus,rahim
wheat,buğday
stumble,yanılmak
filing,dosyalama
needy,muhtaç
distribution,dağıtım
classy,şık
mechanism,mekanizma
diner,lokanta
marijuana,esrar
kidnapper,çocuk hırsızı
businessman,işadamı
wrestler,güreşçi
allegation,iddia
goblin,cin
warlock,falcı
have in,sahip
look in,arama konumu
come down,"inmek, düşmek, gözden düşmek"
asteroid,asteroit
form,"oluşturmak, şekillendirmek, form"
so-called,"lafta, sözde"
dedicated,adanmış
inches,inç
airlock,hava kilidi
immunity,dokunulmazlık
detonate,patlatmak
infinity,sonsuzluk
fabulous,harika
amaze,"hayrete düşürmek, şaşırmak"
uncover,ortaya çıkarmak
wuss,korkak
dorm,yurt
unpack,açmak
weekly,haftalık
authorize,yetki vermek
neutrino,nötrino
pimp,pezevenk
dryer,kurutma makinesi
slot,yarık
mammal,memeli
hippie,hippi
endure,katlanmak
kindly,nazikçe
concussion,sarsıntı
novel,roman
raccoon,rakun
goods,"mal, yük"
delusional,sanrısal
bash,sertçe vurmak
soccer,futbol
industrial,sanayi
cord,kordon
scheme,düzen
fare,ücret
babysitting,Bebek Bakımı
france,fransa
sane,aklı başında
psst,hişt
rug,kilim
predictable,tahmin edilebilir
forty,kırk
peak,zirve
discipline,disiplin
regain,yeniden kazanmak
ambitious,hırslı
portion,kısım
hence,bundan dolayı
oar,kürek
secondly,ikinci olarak
pupil,öğrenci
involvement,"ilgi, bulaşma, bağlılık"
vain,nafile
tasty,lezzetli
seduce,baştan çıkartmak
painter,ressam
liability,yükümlülük
inspiration,ilham
despise,tiksinmek
countless,sayısız
hideous,iğrenç
defensive,savunma
expedition,sefer
fountain,çeşme
wig,peruk
contrary,aksi
disorder,düzensizlik
crossword,bulmaca
essential,gerekli
apparent,belli
venture,girişim
snitch,fitnelemek
stairwell,merdiven boşluğu
estimate,tahmin
chairman,başkan
aka,diğer adıyla
valiant,yiğit
penthouse,çatı katı
sang,şarkı söyledi
exclusive,özel
invade,saldırmak
wail,feryat
tribe,kabile
midst,ortasında
mechanical,"mekanik, otomatik, makineli"
behead,kafasını kesmek
copper,bakır
scavenge,temizlemek
onetime,bir kere
froze,dondu
pointy,sivri
comb,tarak
babysit,"bakıcılık, çocuk bakmak"
dairy,mandıra
hangover,akşamdan kalma
dent,göçük
turd,bok
unload,boşaltmak
longterm,uzun süreli
dental,diş
demonstrate,"göstermek, göz önüne sermek"
chopped,kıyılmış
successfully,başarılı olarak
caring,sempatik
fastest,en hızlı
unfold,açılmak
wicked,kötü
outbreak,salgın
syrup,şurup
pantie,kadın külodu
dam,baraj
confidentiality,gizlilik
obtain,elde etmek
biology,biyoloji
modify,değiştirmek
revenue,gelir
tailor,terzi
cipher,şifre
probability,olasılık
playground,oyun alanı
tons,ton
vaccine,aşı
come over,buraya gel
bobby,aynasız
beacon,fener
apprehend,kavramak
papal,papaya ait
ward,koğuş
elder,yaşça büyük
ring in,içeri girmek
pen up,tükenmek
you-know-who,kim olduğunu biliyorsun
doppelganger,tıpkısının aynısı
dated,tarihli
argentina,Arjantin
antibiotic,antibiyotik
scoff,alay
invention,icat
semester,dönem
hurricane,kasırga
deadline,son tarih
upstate,şehir dışı
wireless,kablosuz
alcoholic,"alkollü, alkolik"
contraction,kasılma
noodle,"şehriye, erişte"
hemorrhoid,basur
madame,madam
nightclub,gece kulübü
japan,japonya
pantry,kiler
korea,kore
fuss,yaygara
thankyou,teşekkür ederim
donkey,eşek
extent,derece
compartment,bölme
curve,eğri
achievement,başarı
offensive,saldırgan
originally,aslında
discreet,sağduyulu
operational,işletme
cans,konserve kutuları
bitten,ısırılan
confuse,şaşırtmak
instructor,eğitmen
hospitality,misafirperverlik
inclined,eğimli
luxury,lüks
refugee,mülteci
georgia,gürcistan
attaboy,aferin sana
sucker,"enayi, emici"
pond,gölet
litter,çöp
filth,pislik
trader,tüccar
esteem,saygı
sausage,sosis
redeem,tazmin etmek
overthrow,devirmek
vocal,vokal
unite,birleştirmek
inquiry,soruşturma
grieve,üzülmek
tender,hassas
contribution,katkı
nicest,en güzel
oscar,oskar
spicy,baharatlı
evolution,evrim
fasten,bağlamak
unfinished,bitmemiş
shallow,sığ
obligation,yükümlülük
assassination,suikast
ascension,göğe yükselme
crane,vinç
tolerate,tahammül
isle,ada
carriage,taşıma
applause,alkış
treachery,ihanet
corruption,bozulma
demonstration,gösteri
preach,"vaaz vermek, tavsiye etmek"
lace,dantel
altogether,hep beraber
inflict,vermek
verse,ayet
outstanding,"göze çarpan, seçkin"
caesar,sezar
ape,"taklit etmek, maymun"
reserve,rezerv
irony,"hiciv, alay, ince alay"
waist,bel
parallel,paralel
plow,pulluk
grandchildren,torunlar
neutral,nötr
essentially,esasen
thermal,termal
fellowship,dernek
projection,projeksiyon
lizard,kertenkele
sept,eylül
eldest,en yaşlı
peril,tehlike
crave,yalvarmak
drunken,sarhoş
sufficient,yeterli
arse,"kıç, anüs"
whichever,hangisi
merciful,merhametli
amuse,eğlendirmek
stitches,dikişler
settling,yerleşme
generate,üretmek
hearth,aile ocağı
sofa,kanepe
voicemail,sesli mesaj
firepower,ateş gücü
tripped,takılmak
penguin,penguen
guaranteed,garantili
orientation,oryantasyon
cyber,siber
blossom,çiçek açmak
volcano,volkan
motivation,motivasyon
cheerleader,ponpon kız
yacht,yat
specialist,uzman
opium,afyon
airline,havayolu
allowance,"izin, ödenek, harçlık"
summoned,çağırıldı
enchanted,büyülü
wristband,bileklik
replaced,değiştirilir
refusing,reddeden
stay away,uzak dur
sleep with,uyumak
uh-oh,a aa
go up,yukarı git
go through,"geçmek, incelemek"
get about,yayılmak
buzz,"vızıltı, vızıldamak, telefon etmek"
gay,eşcinsel
get rid of,kurtulmak
pension,emeklilik
reapers,orak
violated,ihlal
polygraph,yalan makinesi
sunflower,ayçiçeği
digit,hane
catalog,katalog
potentially,potansiyel
bloke,herif
scholarship,burs
swiss,i·sviçre
crumb,kırıntı
nude,çıplak
wardrobe,giysi dolabı
quirky,ilginç
psychiatric,psikiyatrik
virginity,bakirelik
visa,vize
roller,rulman
coal,kömür
mill,değirmen
rapist,"tecavüzcü, çapulcu"
shootout,atışları
torturing,işkence
